text,kategori
"Pa Anis ngomong ke pak Prabowo...""BP ini bukan calon menhan tpi BP ini adalah menhan disini di tunjukan apa yng BP SDH kerjakan bukan apa yng mau di krja kan...kalau itu  saya berarti TNI akan sejahtera akan punya rumh masing"" dan TDK prlu ngekos"" pa Anis sadar GK sih waktu dia ngomong gitu ......waktu debat cagub aja dia bilng mau bngun rumh dp 0% untuk masyarakat yng mempunyai gaji di bawa UMR...nah ktikan udah bkin mlah masyarakat yng gajinya di atas UMR aja yng bisa rasain yng di bawah UMR mana ad .....trus pas di tnya emng itu sngaja di bngun untuk masyarakat yng gajinya di atas UMR ....lah ...... perbincangan waktu debat cagub beda dan waktu di tnya pas udah jdi gubernur beda lagi........😂 Trus mau so an mau urus menhan .......trus satu lagi pak ini debat capres di mna debat untuk mempertanyakan ke depan nya soal prthanan jika anda jdi presiden bukan debat calon menhan .....Pak Prabowo jdi menhan aja udah bkin rangking TNI kita naik di seluruh dunia jdi urutan ke 12 apa lagi klu pak Prabowo jdi presiden.......trus bapa blng kan klu bpa jdi menhan bpa akan mensejahterakan TNI yaudah BP gak usah ikut capres tunggu pa Prabowo jdi presiden lah BPK di angkat dah jdi menhan gak prlu cape"" pak ikut debat capres klu bpa mau jdi menhan 🤣",anis_Netral
All in prabowo,prabowo_Netral
Saya dukung Pak Anies merdeka,anis_Netral
"Dari tahun sebelum nya tetap pak prabowo... 
Bismillah...",prabowo_Netral
Wkwkwk sok2 ga punya apa² 😂,random_Positif
Prabowo kyk bocah 😂.. Ngegimick mulu.. Ga bgt dah buat jadi president,prabowo_Netral
Aku sih siapa aja yg jdi pemimpin hrs amanah sesuau janji janjinya,random_Netral
3,random_Netral
3🎉,random_Netral
Anis raja ngomong,anis_Netral
"kontennya patut dicontohi guru-guru yang lain, sukses selalu",random_Netral
"sekarang buktinya siapa yg hancur?
masih sehat kan elu?
salam 1 putaran ✌😂",random_Netral
"Jdi untuk BPK @anies Baswedan ta prlu cape "" bapa ngomong panjang lebar ngibulin masyarakat dengn berkedok agama ...kasihan pak kasihan bp jdi gubernur SJ udah menyusahkan masyarakat sebagian apa lagi klu BP jdi presiden pak🙏",anis_Netral
Lu yg bocah anjink,random_Netral
Hidup Prabowo Subianto,prabowo_Netral
Semoga mennang pak Ganjar ❤,ganjar_Netral
Nitip komenan nanti 5 tahun kedepan mau nonton ini lagi😁,random_Netral
Pak Ganjar slalu senyum dgn santai dan tenang👍,ganjar_Netral
Pinter ngomong...😂😂😂,random_Netral
Siapapun.yang.jadi.pempin.itu.jalan.terbaik..amin.,random_Netral
1:04:54,random_Netral
"Bapak prabowo kalo jadi presiden pasti hevi,krna suka ngelucu,jadi g akan asa bosen sma bapk prabowo ini😊",prabowo_Netral
Pilih presiden yg bukan mau ngacak2 anggaran doang,random_Netral
Satu persatu jawaban tepat saya rakyat kecil ikut semoga Indonesa maju,random_Netral
Siapapun presidennya minum nya teh botol Sosro 😂😂,random_Netral
Pak prabowo is the best pokoke😊,prabowo_Positif
"Anis mantep sih , prabowo tulus tapi gk ada solusi ke depan , ganjar masih sama kek presiden"" sebelumnya ( itu"" aja ) ....


Klo gk ANIES , Prabowo sih gw bingung 😌",anis_Netral
korupsi di hukum mati,random_Netral
Papua mendukung bp yg RAMBUT PUTI itu,random_Netral
Bapak Prabowo tegas Daan tidak banyak bicara,prabowo_Netral
Miftah malah pringisan njir😂😂,random_Netral
"Saya cuma mau saran terkait gagasan yang diberikan oleh Ganjar kan disitu ada yg membahas mengenai puskesmas, nah yg saya ingin berikan pendapat itu mengenai rumah sakit dengan biaya parkirnya yg bisa dibilang lumayan mahal masa sekarang dihitungnya per jam misal dirumah sakit parkirnya nyampe 3 hari ya itu bisa memberatkan si pengunjung pasiennya...semoga siapa saja yang menjadi presiden bisa menghapuskan biaya parkir dengan perhitungan perjam, kalo masih 5k nah masih normal kalo nyampe 25 atau 30 ribu perhari itu udh termasuk lumayan mahal...itu saja si sarannya semoga bisa dipahami 🙏🏻",ganjar_Negatif
Yang munafik itu anda gemoy,random_Netral
Amin Indonesia Aman,random_Netral
InshaAllah pak Anies menang.. AMINN,anis_Netral
Berak,random_Netral
Hidup bapak prabowo yang cerdas dan rendah hati,prabowo_Netral
Amin 1,random_Netral
Aku pendukung 02 pk gemoy semogga sehat selalu ya pk gemoy 02 idolaku mudahn trkabul  pk jdi president aku hanya bisa pasrah pk udah aku buktikan hanya PK gemoy di hatiku ok pk gemoy 02 pilihanku,random_Positif
Hanya awlloh yg tahu semuanya.  Semogga trsemogakn pk Bowo,random_Netral
Mudahn Menag 02 yawloh.,random_Netral
"20:00 HAM
40:00 korupsi",random_Netral
"Assalamu,alayqum , Anies baswedan yg jadi Presiden dimata Allah swt, subarti tetap pilihan Anies rasyit baswedan, nmr 1 dibls ya",anis_Netral
"Banyak bicara kosong isinya,sedikit bicara tapi pasti mantap pak probowo",random_Netral
"Saya pribadi mewakili keluarga besar di Sumatera barat,akan slalu setia sama pak probowo",random_Netral
❤❤,random_Netral
Dari awal calon yg lain memperpojokan pak Prabowo. dua lawan satu. Sabar pak Prabowo.,prabowo_Netral
"Bu
7",random_Netral
Kemunafikan ada di dalam hati Prabowo,prabowo_Netral
"Q suka misi pax Prabowo,kata katanya nda berlebihan,sederhana tp pasti",prabowo_Netral
"Mas prabowo mas prabowo. Pengusung abah anies baswedan.  Yang mengusung gubernur itu bukan mas prabowo. Tapi yang sebenarnya pengusung abah anies jadi gubernur  antara lain. Ya PKS, Sandaga uno dan Bp mardanj kader PKS. Coba chek di google mas prabowo mas prabowo",anis_Netral
"Anis terllu Teoritis, saya ragu untuk prakteknya sepertinya belum tentu bisa. Klpun jadi presiden pinter omongnya tpi realisasi tidak yakin",anis_Netral
51:50  kena ulti langsung.,random_Netral
"Saya lebih terharu pd pak bowo dia tdk pntang mnyerah smpi 3 kli nyapres ,,smoga kli ini pak bowo dan gibran yg mnjdikan lebih baik dan lbih maju ,,jgn smpai indonesia banjir lg klu bs menurutku amin ya rob smoga diperbaiki pinggir"" sungai dibatasi dinding yg tinggi biar tdk kebanjiran 👍💪🇲🇨🥰",random_Negatif
Lupakan Papua kalau ujungnya berakhir dengan air mata,random_Netral
Pak Anies saya perhatikan kaya pembawa acara berita cocoknya. Maaf klu saya lihat klu bicara,anis_Netral
mencipta kan tenaga kerja tapi di jawa barat masih banyak pengangguran masih banyak anak anak putus sekolah banyak para istri memilih jadi tkw untuk mencukupi ke butuhan keluarga masih banyak para tkw kerja di luar negri ada yang 7 tahun se 10 tahun hingga 15 tahun cuma untuk memper tahan kan hidup keluarga,random_Netral
"kalau buat saya siapa pun tida ber masalah yang penting bisa ber sikap adil pada semua rakyar nya yang di papua "" lalu yang di jawa barat gimana banyak pengangguran banyak yang ke sulitan cari napkah banyak para istri jadi tkw karena para suami sulit cari kerja dan yang lebih utama bagai mana cargo cargo yang di sita biya cukai bila ada rasa ke manusiaan kembali kan barang "" tkw kepada keluarga masing """,random_Netral
Ngomongne tentang korupsi. Seng korupsi wong e melok nyalon😂😂,random_Netral
"Kalau persiden TDK dpt mengatasi rakyat miskin, dan menegakkan hukum sebenarnya, turun saja ,jadi petani,",random_Netral
Perubahan wajib dari pada melanjutkan kepalsuan kecurangan pembodohan masyarakat rezim ini,random_Netral
"kok pertanyaannya nggak langsung dr panelisnya aja sih...
panelisnya cuma ngambil undian tema doank wkwkwk",random_Netral
Kok aku jijik ya lihat cara Anis dan Ganjar berbicara 😂😂,anis_Netral
😊🇲🇨,random_Netral
Ganjar Pranowo the best,ganjar_Positif
Suara nya pak prabowo di mikrofon sudah jelas suara pemimpin,prabowo_Netral
Seng dadi presiden ...wis kenek di rasakne nek ndeso....,random_Netral
"Gk guna debat, 
Malah saling serang, mnjatuhkan, emosi.. 
Yg pnting visi misi mreka baik/bagus utk kmajuan bangsa.. & tinggal di liat stlh menjalani mampu/tdk..",random_Netral
benar sekali bapak prabowo,prabowo_Netral
Slmt berbahagia dlm ramgka pemilu 14 peb 2024 semoga  ada damai sejatera amin,random_Netral
semua nya bagus cuman dalam pelaksanaan nya yg pasti susah dilakukan,random_Netral
"Pak anis gampang sekali ya kalaw ngomong ini negara besar loh, ga semudah cangkemu.",anis_Netral
"ibarat kerupuk, beliau ud melempem.... masuk angin 😂😂",random_Netral
"Debat ny kurang berbobot,",random_Netral
Pak prabowo❤❤,prabowo_Netral
"Sedikit arahan saja tolong pilih capres sesuai pilihan sendiri dan jangan sampai pilih capres menurut saran orang lain, karna nasib Indonesia kedepannya ada di tangan kalian semua",random_Netral
Siapa?,random_Netral
"Tetap urutan no 2,,,pokoknya satu kali no 2 tetap no 2,,,pak prabowo and mas gibran,,,tiada duanya",prabowo_Negatif
Anis gak ada obat,anis_Netral
Mantap pak prabowo. Janji mu akan kami ingat,prabowo_Netral
Wakanda no more Indonesia forever ❤,random_Negatif
Bapak Prabowo insyaallah presiden 2024 amin,prabowo_Netral
Akuh pilih pak anies,anis_Netral
1,random_Netral
"01:02:03 Pak Prabowo :""Mas Ganjar, kita th lah...""
Pak Anies (naikan alis) 🤔",anis_Netral
Betul Pa Anies mantap,anis_Netral
ANDAIKAN KALAU MAU PENGADAAN SELURUH ALUSISTA PERTAHANAN NEGARA SECARA NEW ALIAS BARU MEMPUNI DARI MANA ANGGARAN YG MEMPUNI MEMANGNYA KEMENTRIAN INI KAN BIKAN SEMATA MATA HANYALAH KEMENTRIAN PERTAHANAN KAN TIDAK NANTINYA KEMENTRIAN KEMENTRIAN YANG LAINNYA BAGAIMANA ? . . . . JADI MENYANGKUT PEMBELIAN ALUSISTA BEKAS ITU SEBELUMNYA KAN SUDAH DIADAKAN STUDI BANDING DAN DIPELAJARI SISTIM TEKNIS YANG BAIK SECARA TERSTRUKTUR DAN SISTIMATIS SESUAI PENGGUNAAN DARI JENIS ALUSISTA YG GUNAKAN DEMI PERTAHANAN NKRI,random_Netral
"Harus Nya prabowo tuh udah peng siun
 Ngomong nya udah  marah2 aja cepet kesinggung lebih baik serahkan sama yg muda yg masih kuat untuk menjalan pemerintahan yg baik tegas jenius",prabowo_Netral
Semat bersilaturomi buat semuanya seluru dunia semt  pg,random_Netral
Apertur dhnd GDNHGHKF,random_Netral
Yg gua butuh pemimpin dictator siapa pemimpin di dictator itu yg gua pilih,random_Netral
7 Bu,random_Netral
Semoga Indonesia damai sejahtera amin,random_Netral
Maju pak Anies Baswedan saya dukung,anis_Netral
"kepada pak ganjar:
sayangnya apabila yang memimpin masih tetap PDIP  semua kesenjangan itu tidak berhenti tapi malah berlanjut seperti yang telah terjadi pada masa 2periode terakhir",ganjar_Netral
Sasuke-boruto❤😂,random_Netral
Semoga para pekerja honor tersorot setelah 5 THN mengapdi dan semoga jasa honor di instalasi pemerintah bisa di bayar sesuai kebutuhan  sandang dan pangan,random_Positif
Anies emang cocok jadi presiden RI  maju trus pak semoga terlantik di THN ini,anis_Netral
Saya berdoa persdent yg bijak dn tidak korupsi.dn  dapat memajukan lndonesia tidak fanatic,random_Netral
Pak Prabowo itu hanya pokus liat petani dan nelayan tpi gk pukus kepada masyarakat yg betul2  membutuhkan seperti gagasan pak Anies jompo itu harus di sorot  dan anak anak sekolah yg TDK mampu dari ekonomi yg lemah saya salut sama pak Anies,anis_Netral
Semangat pak Anies semoga terlantik di THN ini,anis_Netral
walekumsalam dia pandai berkata2 tetep pak brabowo,random_Netral
Semoga  pemiu  berjalan  lancer  Dan Aman,random_Netral
"P anis memang cerdas, jawabannya slu lgsung ke poinnya sesuai pertanyaannya, dan slu TEPAT WAKTU yg sdh di tentukan.❤❤❤❤❤",anis_Netral
"Siapa pun yang menang nanti dan jadi yang terpilih,saya mau agar untuk cari kerja itu di permudahkan karena susah banget cari kerja apa lagi untuk aku yang lulusan paket C
Karena aku merasakan susah nya cari kerja mohon agar bisa di permudah lagi terimakasih itu aja yang mau saya sampaikan kepada semua calon presiden 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻☺☺☺",random_Netral
Sy masih d posisi pilih no 2,random_Negatif
Tetap saya pilih no o2.,random_Negatif
Semoga ketiga capres dan cawapres dlm debat ini tidak ada saling mmbukakn aib2 mereka harap tenang tabah saling mnghornati siapapun pemimpin nya rekyat itu yg memilih  bpk2 jadi tidak perlu ada masalah2 yg tiagk patut ditiru.Amiin yra.,random_Netral
"Eyang wowo mau menghilangkan orang"" miskin itu mah gampang yang culikin aja berees.",random_Netral
"Aduh. Mundur ajalah wowo malu"" in buanget ei",random_Netral
Eyang wowo ga ada persiapan debat g kya yg lain cuma dawh dwoh tok,random_Netral
"Tanah seluas 3400 ribu hktr kalo di ubengi dg pake jl kaki kira"" berapa jam ya luur?",random_Netral
Pokoknya janbgan sampe trjebak milih pelanggar ham / penculik,random_Netral
Sebalah mana yg pantas di conto/ yg harus di tiru apa yg d maksud ing asro sun tulodo eyang ngmong si gampang,random_Netral
Prabowo Pembunuh Aktifis 1997-1998,prabowo_Netral
Bicara hukum tapi Aktifis 1998 blm tuntas siapa pembante aktifis,random_Netral
#PakAniesPresidenRi❤,anis_Netral
Pa bowo pk Prabowo semangat pk,prabowo_Netral
Pak Prabowo bismillah pak,prabowo_Netral
Kartu tani tuas ngurus malah ndak kangge,random_Netral
Pak anies keren. .bener2 calon pemimpin yg amanah,anis_Netral
Mantap,random_Netral
Hanya pak bowo yg bisa mimpin indonesia,random_Netral
Gibran lolos jadi cawapres berkat ordal di MK... Jangan pilih yang bikin rusak negara!!!!!!,random_Netral
😇😇prabowo aku hindu hhh semua keluarga ku pilih kamu karna amanah joko wi di kamu😇🥰,prabowo_Netral
"Udah deh menangkan prabowo aja, udah bosan dgn basa basi model 2 org itu",prabowo_Netral
"Ah tetap aja kenyataan""a di lapangan berbeda bagi yg korupsi",random_Netral
P. Anis ganteng cerdas santun amanah wibawa mantab,anis_Netral
Hidup pak Prabowo!!! Sehat dan bahagia selalu amen🙏🇮🇩🙏tdk hoax dan menjatuhkan dengan cara tdk ada bijaksana!!! Menjatuhkan pilpres yg tdk baik dengan cara kebencian!!! Melainkan punya integritas dan intelektual dalam memberikan kepada rakyat itulha President yg kita butuhkan!!!,prabowo_Negatif
"Pada triakk in maling apa pd lagi  berebut suara hati rakyat seh..sumpah ga paham??? Emang lg pd di suruh milih capres no 01 atau capres no 02 yaa dgn ada nya berita heboh di video itu??? mending golfud aja udah... Indonesia lbh bermartabat... 😁😁😁  ap kata dunia liat capresi dan cawapres nya model bikin rusuh gini...  🤣🤣🤣🤣  ... Hidup gol fuud kami lebihh baik gol fud ... Biar dpt dapat ganjar an yg di ridhoi ALLAH SWT... Aaaammmiiinnn yaaa ALLAH... Org di mana2 klo mau beriman kepada TUHAN hrs gunakan akal dan nalar yg lurus serta cerdas.. Jgn mau di budak in sama elektabilitas sehingga rakyat miskin  yg kesulitan pupuk dll dgn tolol nya di jadikan nafsu mereka dgn Dunia yg ud kaya Raya masih aja kurang mulu sama harta
..  🤣🤣🤣🤣 itu ad bukti nya di Jawa Tengah yaa suruh no 2 kata nya 🤣🤣🤣🤣 ... Nihh anggaran  jakarta bekas no paslon  02 sama anggaran militer paslon 01  beda nya apa seh???? Omon... Omon...itu Rahasia org serakah ..rakus... jd rakyat miskin yg kelaparan jgn banyak taaaau... 🤣🤣🤣🤣🤣 ... Saya bicara krm ad rekam jejak mereka yg di bicara kan sama ratusan juta rakyat Indonesia yg cerdas..",ganjar_Negatif
Banyak bicara belum tentu bisa membuktikan,random_Netral
Siapapun president ny tolong berantas judi online ... terimakasih,random_Netral
"Terlihat jelas si wowo asal ngomong sumpahnya sumpah palsu,,,,selama ini bapak kerja apa tidur,,,kenapa tidak dulu wowo lo pertaruhkan nyawa anda,,,,omongan bpk lebih berharga sampah yg bertujuan merayu rakyat... rakyat sdh gk bodoh Wowo,,,,tegakan apa pak,,,berantas korupsi apa omong doang selama ini bpk kerja apa.",random_Netral
Lalu bagaimana keadilan yang akan anda berikan bung anis? Hanyangeles saja jangankan mikir keadilan yang harusnya rakyat bisa makan berad bansosblho justru lenyap dan itu hanya tinggal menyampaikan lho kenapa bisa akarenabitulahbyangbadil menurutbungvanis apakah akan kitabpilih? Tidak kitabharus pilih yang lainyang tidak mementingkan perutvsendiri,anis_Netral
Sikat koruptor pk ganjar pasangan anda kok nantivyang akan menang,ganjar_Netral
Lalu sesuaikah bila seorang gubernur mrnyrmbunyikan beras bansos? Dan apakah ini akan dibiarkan? Tidak? Pelakunya akan dipecahkanbkepalanya bacot doang demi menyerang lawanbuntuk menjatuhkan yang lain maka lupavdirinya melakukan kenistaan jangan pilih yang beginiblurr apaan bisanya cuma bicara pelaksanaanya mana buktinya? AmbisiusbinsyaAllah hancur dan tidak diridhoiAllah,random_Netral
Dari awal sudah benci banget om ini sama Abah Anies...,anis_Netral
😢,random_Netral
Iya 😂...lawak emg bowo,random_Netral
Anjir si Bowo teriak2. Tegakan konsitusi tapi capres nya malah melanggar😅,random_Netral
Hidup.bpk.prabowo.Gibran,prabowo_Netral
Semangat.sy.do.akn.kpd.cap.res.cawa.pres,random_Netral
Semoga.bpk.prabowo.pmenangx.cap.res..Sya.m.jabar.dn.istri.namax.Ayu.suryani.D.NTB.Nusa.tenggara.Barat.,prabowo_Netral
"Dengan ini membuktikan bahwa bapak Prabowo ini tidak serius menjadi pemimpin, berbicara tentang negara saja sikap seperti itu, mau jadi apa negara ini.",prabowo_Netral
Kalo.Ayu.tetap.Dukung.Bpk.hj.Prabowo.dn.bpk.Ghibran.insa.Allah.Amin,prabowo_Netral
mantap,random_Netral
Sy tetap pilih pk anis saja nomor satu,anis_Netral
Sebelum dan mau pilihan koar koar manis manis janjinya setelah terpilih apa  sak penak dewe   kui bukti jaman ne jokowi arep nyaman mbiyen,anis_Netral
Pak gemoiku,random_Netral
"Kesipulan. Prediksj1.koyo.tukang.jamu
2.pencitraan.3.tanggung.jawab.apa.tugasdanwewenang",random_Netral
boleh ga sih jokowi lagi aja 😢,random_Netral
Anis itu beriak air tanda nya tak dalam. Hanya kata kata doang. Banyak ludah,anis_Netral
Heran yah sebut2 namanya prabowo di visi misi.,prabowo_Netral
Semoga  rakyat bsa memilih mana  yg  baik  untuk memimpin indonesia  lebih maju  adil dan  makmur kedepan  aamiin,random_Netral
Pembohong semua,random_Netral
Dri dlu pengacara gratis udh ada keles,random_Positif
Ng kene yo angel boss pupuk midun sak uwen2.,random_Netral
"Prabowo otak nangga busuk
Gak punya jwbn yg bnr krna takutnya jujur pelanggaran HAM yg di ia lakukan slma jdi intelejen negara",prabowo_Netral
Tetap no 2 se7,random_Negatif
Pak Prabowo presiden 2024❤,prabowo_Netral
Seolah olah Prabowo TDK punya bahan sma sekli😅😅😅,prabowo_Netral
YA ALLAH AKU MEMILIH BAPAK PRABOWO PRESIDEN RI,prabowo_Netral
HIDUP PRABOWO SUBIANTO❤❤❤,prabowo_Netral
Sampai kapapun saya ttp dukung p.prabowo gibran. Om.santy3 om,prabowo_Netral
Ngemeng anies jago😂,anis_Netral
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",ganjar_Netral
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",ganjar_Netral
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",ganjar_Netral
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",ganjar_Netral
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",ganjar_Netral
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",ganjar_Netral
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",ganjar_Netral
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",ganjar_Netral
Pak gajar  seperti Mario teguh,random_Netral
"Bapak2 capres, bagaimana dengan oknum2 yang mencuri listrik negara di tempat2 padat pemukiman dan menyebabkan kebakaran? Beberapa kali dilaporkan dan tidak ditindak lanjuti serta tidak dibenahi pemukiman dan aktivitas2 liar yang sering sekali menyebabkan kebakaran padahal di daerah Jakarta dan sangat dekat dengan istana negara.",random_Negatif
Dukung anis jadi pemimpin suku rohingya dan ganjar jadi wakil nya 😊,anis_Netral
Siapapun yg mnjabat srmoga indonesia bs lbh baik dn jngn cm janji aza aminnn,random_Netral
Pokok e seng dadi presiden pak Prabawa,random_Netral
Serang terus anis... Semakin anda menyerang anies malah semakin terlihat bodoh diri anda,anis_Netral
Ya allah semoga pak prabowo dan pak gibran menjadi presiden Ri,prabowo_Netral
Prabowo bukan untuk berdebat tapi untuk memimpin,prabowo_Netral
"Pak Anis pimpin ibu kota Jakarta ga pecus apa lagi mau  pimpin negara, mau jdi ap negara RI",anis_Netral
Tadinya g mau milih setelah nonton ini hati terpanggil untuk dukung bp prabowo. Sehat selalu pak,prabowo_Netral
Politik Indonesia lebih interlek lebih bersopan lebih matang drp politik Malaysia. Politik Malaysia byk FITNAH peribadi dn byk mencela pegangan agama kafir mekafir dll,random_Netral
Indo.bersatu.,random_Netral
"Bpk Prabowo g tau apa"" itu mah antek"" nya",prabowo_Netral
"Ah contoh sekarang guru"" kaya raya ,terus peugawei desa wah seumakin makmur rakyat nya yg miskin seumakin meularat",random_Netral
"Ah PK Anis seukarang ngmg begitu nnt mah antek"" bpk lain lg",anis_Netral
"Y, berkaca yg SDH"" persiden dari sipil pasti leumah ikut campur SM Bu Mega Wati ,nnt kalau dari anggota pasti Indonesia tanguh",random_Netral
"Bpk Prabowo jgn keu pancing emosi ,seruruh dunia pasti bpk yg persiden",prabowo_Netral
"Semua capres itu tujuannya sama benar""""tapi rakyat harus pilih satu diantara mreka",random_Netral
"Parah""""Prabowo menyerang pribadi Anis Baswedan""""",anis_Netral
"Sumba pada umumnya adalah  Suara emas   untuk pak peresiden jodowidodo  , GAIS  dan program pak peresiden jodowidodo  masih Hidup ,di SUMBA,NTT ,GAIS",random_Netral
"Jangan lupa berdoa buat  pilpres  14 February 2024_2029  dan terus pilih pemimpin yang hidup bersama   Rakyat INDONESIA SATU  dan berpikir untuk masa depan bangsa INDONESIA, GAIS",random_Netral
Jaya slalu untuk pak Prabowo,prabowo_Netral
"Visi misinya ga terstruktur😂😂 terlalu umum  dan kebanyakan saling sindir daripada pokok pikiran kegiatan hingga 5 tahun kedepan 🎉
Pokoknya siapapun yg terpilih intinya integritas aja sih kalo emng benar2 pro rakyat 🙏🙏",random_Netral
Masih bingung sama hukum di Indonesia,random_Netral
Prabowo  yees❤❤❤,prabowo_Netral
Ganjar prowono,ganjar_Netral
"Saya kok lebih ke Anies ya,lebih cerdas dan santai orangnya,di olok² Prabowo di debat pertama,tapi tetap tenang.",anis_Netral
Mas anisss😂😂😂,anis_Netral
"Saya lebih condong sma pak prabowo..soalx dy org cukup berpengalaman,tegas,disiplin,dn dy seorang mantan tentara sngat cocok jadi presiden.",prabowo_Netral
Bersatu.kita.teguh.berpisah.kitA.rindu.masa.bersama.dulu.aku.igin.tetap.sama.indonesia.cut.murni.landeng.sigli,random_Netral
"Sudah sekolah sampe sarjanapun jd pengangguran krn terCut masa kerja 5thn,trs mau apply lagi udh kepentok sm umur. Kk aku di USA udh 40thn+ msh bs kerja dgn gampang. Salam +62 😭😭",random_Positif
Yg menang itu presiden😅,random_Netral
setuju pk perobowo menang pk perobowo,random_Netral
"Sukses Prab
owo dan Gibran menuju Indonesia bersih dari koropsi jugamenuju Indonesia maju amin2ya robbal alamin bravo ❤❤❤😂😂😂",random_Netral
Yg sy suka klau denger ada pemimpin yg mau berantas korupsi.,random_Netral
Bpk sendiri sdh merusak ham.sejarah di papua biak berdarah siapa yg pelakunya.tdk ada org papua yg dukung anda.,random_Netral
Aslm mlkm slmt pgi masrehatsariyah indah,random_Netral
Asalam muala ikum  semoga  negara Indonesia selalu tetap jaya bahan makanan tetap bagus  siapa pun yang akan jadi bapak  presiden. Semoga negara Indonesia selalu tetap dame dan selalu tetap merdeka selama lama nya dan  akan .berbahagia rak.yat.indonesia semua nya semoga Allah memberi nya Indonesia lebih baik. Semua nya Yan di.mama2. aminnn yarobal.alaminnn.😅,random_Netral
ganjar gk pya otak kali ya mimpin wilayah sndiri aja gk bcus mau mimpin smua wilayah wkwkwk,ganjar_Netral
🎉semangat bpk anis,anis_Netral
Ganjar best,ganjar_Positif
Slam bpk prabowoo.  Yg lainya. Blm mmpu. Semngat pak prabowoo.,prabowo_Negatif
Saya sebagai rakyat indonesia susah dapat kerja harus pergi merantau ke luar negeri mencari kerja utk biaya mensarah hidup anak2...tolong buka lah lapangan kerja yg mudah rakyat utk bekerja sampai kepelosok indonesia...susah betul caru kerja yg sesuai gajinya utk mencukupi biaya hidup yg skrg semakin hari semakin naik melonjak tinggi harganya...tolonglah siapa saja yg menjadi president tolong jgn disusahkan lagi kami rakyat😢😢😢,random_Netral
Seng menang iya seng akeh seng seneng njok dicoblos,random_Netral
"Program pak Ganjar menarik, tp di belakang pak Ganjar ada bu Mega males",ganjar_Netral
Kudoakan pak anies tuhan campur tangan ya pak .ga ada yg mustahil bagi tuhan . Jgn kuatir berdoa pasti bapak menang  .❤,anis_Netral
Sebenarny saya bukan pihak siapa2 . Kl bagusny jadi peresiden lebi bagus bapa anies cerdas dia . Tapi krn ikut anak pak jokoi .wakil parabouo .kurasa jadi menang nnt  parabouo .krn banyak dukung pak jokoi .,anis_Netral
7:44 7:50 ❤,random_Netral
😢,random_Netral
"Kena dampaknya. Sekolah kuliah capek2 hrs cut karna masa kerja, trs mau apply lagi kepentok umur. Sdgkan di USA kk pertama saya msh dgn gampang cari kerja!!! 😭😭😭",random_Positif
Berita,random_Netral
cocotmu wo.lha dulu siapa yang bilang Indonesia bubar 2030,random_Netral
Semoga pa Anies presiden 2024 aminnn... Perubahan 👍,anis_Netral
Apa nya yg masih aman pak prabowo? 😅,prabowo_Netral
☝️ Amin ☝️,random_Netral
Pak Anies slm perubahan ❤❤❤❤,anis_Netral
"Lagi aneh.. pas debat g jelasin. Ehh diluar berkoar2 kl bilang paslon lain data g benar, provokasi..wwekk debat dimimbar pak bukan diluar.. g layak deh jd presiden",random_Netral
"Pak Menhan.. sangat elegan 👍Prabowo dicerca dengan pertanyaan oleh dua orang pensiun gubernur yang pekerjaan mereka berdua banyak yang tidak tuntas,, dan banyak jalan jalan dan bicara banyak saja.. 
Mereka dua ini, Anis dan Ganjar menyerang Bung Prabowo dengan pengalaman setingkat Kepala Daerah. Lebih baik keduanya belajar lebih untuk jadi menteri saja..ya..
Bung Prabowo sangat senior..dan sabar.
Paling sangat layak jadi Presiden RI 2024.
💪💪Siap dukung Prabowo💪💪",anis_Netral
Pilih 3Ganjar Pramowoh,ganjar_Netral
Sukses  prabowo gibran   selalu aamiin,prabowo_Netral
"Kata Prabowo kalau rakyat tidak memilih dia gk apa2,Prabowo TDK tkut klw TDK ad jabatan,yaiyalah rakyat TDK memilih, ada Jokowi dekeng nya yg memilih,anak Jokowi aja udh ada di samping nya😂",prabowo_Netral
Pak Anis cerdas dalam mnjawab semua pertanyaan,anis_Netral
Menyudutkan muluuuu,random_Netral
