text,kategori
Hanya.  Ada 2.  Calon.  Yg.  Pntas.  Jdi.  Presiden.   Antara.  Mas.  Ganjar.   Dn.  Pk prabowo.   Pilih salah satunya.   Dua 2 nya.   Panggah. Oke.    👍🏻👍🏻👍🏻👍🏻👍🏻,pendukung_prabowo
No 1 lebi unggul bisa menjawab pertanyan pertanyaan dari periseden lain nya betul kata pak anies yang di pedulikan rekyat dulu bukan pembagunan besar pak anies emang dukung paking debes❤👍👍👍,pendukung_anis
"Anis terllu Teoritis, saya ragu untuk prakteknya sepertinya belum tentu bisa. Klpun jadi presiden pinter omongnya tpi realisasi tidak yakin",pendukung_anis
Paling pesat hancur nya ya pak Prabowo,pendukung_prabowo
Insaallah pak prabowo presiden RI  2024-2029 Aamiiin,pendukung_prabowo
Tetap pak anisss,pendukung_anis
"Anis Baswedan : merasa paling pintar dengan gagasan
Prabowo Subianto : sangat berpikir dalam berucap
Ganjar Pranowo : bersikap bijak agar terlihat baik",pendukung_anis
Rasain luh Prabowo kena ulti.. jadi ayam sayur 🤣🤣,pendukung_prabowo
"Hanya Pak Jokowi yg bisa menghadapi Bu Mega, walau sebagai anggota partai. Tapi saya belum yakin kalau Pak Anis ke Pak Paloh dan Pak Ganjar ke Bu Mega bisa menghadapi atasan partainya seperti PakJokowi. Just saying. Let's we think about it.",pendukung_anis
Semoga pak anies menjadi presiden 2024 Aamiin,pendukung_anis
Tah Anis dengerin coy,pendukung_anis
Prabowo Pembunuh Aktifis 1997-1998,pendukung_prabowo
Maju trus pak ✊jangan pernah takut untuk menyuarakan kebenaran lwn si anus itu bersama dgn si ganjar yg sombong angkuh di dlm berbicara  pak prabowo kami d belakangmu lwn mereka pak tegakkan keadilan hancurkan kezholiman,pendukung_prabowo
"Pak Prabowo itu kalo ngomong tidak pernah mara-mara,itu karna beliau dari kemiliteran/kopasus,harap dimengerti yaaa",pendukung_prabowo
Anis raja ngomong,pendukung_anis
"01:02:03 Pak Prabowo :""Mas Ganjar, kita th lah...""
Pak Anies (naikan alis) 🤔",pendukung_anis
Aminn mas pak prabowo gibran,pendukung_prabowo
Sejujur nya gini ya saya dukung 02 karna bpak prabowo aja ..bukan karna gibran..jujur ya itu gibran ga masuk dalam tipe saya secara politik apalgi mengurus indonesia seharusnya pasangan prabowo ini yg pas itu bpa anis ..cuman ini politik jdi pasangan masing2 agak ngawur ....,pendukung_anis
Betul karna banyak bilang pak anies banyak ngomong doang,pendukung_anis
Pak anis cuma pinter ngomong aja...lamis..,pendukung_anis
"ITU PAK ANIS GAK MAlU APA
MENCALONKAN DIRI
PAS JADI GUBERNUR PERNAH DI DEMO TRUS GIMANA KLO 
NNTI JADI PERSIDEN GIMANA😂",pendukung_anis
"Pak Anies memang cerdas sangat bagus dalam hal public speaking, saya paham apa disampaikan program nya dan harapan Nya.. tapi sayang.. menurut penilaian ku hatinya penuh dengan dendam dari awal bicara udah nyerang terus.. kalao mau jadi pemimpin, selesai lah dengan diri sendiri dulu.. pak Ganjar selalu berhati hati bicara, tapi sy paham program yang disampaikan, disayangkan juga partainya yg dianggap di blacklist tapi tdk apa apa.. semua partai juga punya catatan Hitam nya.. Pak Prabowo seperti bapak saya tipikal tidak tau bicara, terlihat tidak tenang dan emosian tapi hatinya penyayang dan apa adanya.. gak nyimpan bangkai di hati.. maaf ini penilaian pribadi..",pendukung_anis
Duh knp sih harus waktu sedikit .. sampe gemes tu idolaku prabowo 😅😅🎉. Pengen jawab yg detil banget cuma waktunya sedikit banget,pendukung_prabowo
"Apakah benar yg di katakan pak Prabowo. EKONOMI DI INDONESIA MASIH AMAN. 😮
Inilah cawapres yg tidurnya dr pagi bangun pagi lagi..tdk tau keadaan masyarakat..",pendukung_prabowo
Amin bapak menang pemilu ini Prabowo menang pemilu kali ini aku pilih sama Prabowo kalinya enggak usah beli Prabowo pilih Anies aja aku pilih Prabowo Prabowo menang Prabowo menang Prabowo Prabowo menang,pendukung_anis
Pak Anies saya perhatikan kaya pembawa acara berita cocoknya. Maaf klu saya lihat klu bicara,pendukung_anis
Prabowooo❤,pendukung_prabowo
SUDAHLAH ANIS AJA PISI MISI SUDAH CUKUP..,pendukung_anis
Anis gak ada obat,pendukung_anis
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",pendukung_ganjar
Pintar ngomong doang tapi tdk mengerti omongn nya sendiri ..semoga PK Prabowo JD presiden .....Indonesia....PK Anis bisanya pitnah doang...,pendukung_anis
Krn janji manis enak di dengar sulit di buktikan,pendukung_anis
PAK PRABOWO  JAUH DARI KORUPSI.😊,pendukung_prabowo
"Apapun hasil Debat tsbt, tetap tidak mempengaruhi pikiran rakyat, krn calon pemimpin di nilai, BUKAN dari hasil debat,bukan dari pintar bicara, namun bgmn memimpin negara yg akan mmbuat rakyat bahagia dan sejahtera.  Hny Bpk Prabowo Subianto yg bisa menjadikan kedaulatan rakyat Indonesia dan kemakmuran rakyat Indonesia di masa yg akan datang.untuk itu mari kita berkaca diri, JANGAN percaya dari ucapan dan ungkapan saja, tapi bukti fakta dan nyatanya.kita tidak butuh pemimpin yg pandai bicara,namun kita butuh pemimpin yg PEMBERANI dan bisa mengayomi rakyat,menjaga kedaulatan Bangsa dan Negara, krn kita bituh PEMIMPIN dari Purnawirawan TNI bukan dr SIPIL,yg selalu Tegas dlm memimpin Bangsa. Untuk itu ayo seluruh rakyat Indonesia besok 14 februari 2024, COBLOS NO.2 ,calon Pemimpin yg Tegas dan Pemberani. PRABOWO SUBIANTO & GIBRAN RAKABUMING RAKA, duet sejati TUA & MUDA Milenial.SUKSES SELAMANYA.    2 TOP MATKOTOP",pendukung_prabowo
Prabowo  yees❤❤❤,pendukung_prabowo
Semoga alloh swt meridhoi bpk Anis Baswedan jdi president Indonesia amin,pendukung_anis
Semangat pak Anies semoga terlantik di THN ini,pendukung_anis
Ganjar cerita ap adu argumen,pendukung_ganjar
Jaya slalu untuk pak Prabowo,pendukung_prabowo
Saya lebih percaya ganjar,pendukung_ganjar
Terpesona aku lihat Pak Anies ini berbicara,pendukung_anis
Hidup aniss,pendukung_anis
"P anis memang cerdas, jawabannya slu lgsung ke poinnya sesuai pertanyaannya, dan slu TEPAT WAKTU yg sdh di tentukan.❤❤❤❤❤",pendukung_anis
Maju pak Anies Baswedan saya dukung,pendukung_anis
Saya dukung Pak Anies merdeka,pendukung_anis
"anies emang jago ngomong, tp kerja nya masih diragukan",pendukung_anis
Pak anis jago nanget ngomongnya ya,pendukung_anis
Visi misi ganjar malah cerita,pendukung_ganjar
"Pak anis baswedan ????

1. Apa yang di katakan oleh pa prabwo benar

2. Dengan beralasan pak anss dia mengejar demi "" KEHIDUOAN DUNIA "" 

3. Ia meraih samoai ia dapatkan lebuh dari kepunyaan.

4. Itulah pam gantajr mundur demi kemuliaaan selama lamanya untuk jadi kebyataan benar 🌹🌹🌹🌹🌹🌹🌹🌹",pendukung_anis
Apapun yg terbaik utk memimpin RI sebenarnya hanya Bpk Prof Dr Anes Rasyid Baswedan dan yg terburuk adalah Prabowoh.,pendukung_prabowo
"Yg dukung rohingya jangan di 
Pilih pemrintah manghina 
Rakyat Indonesia menghina
Rakyat Indonesia peluk ruhingya  dobol.tai anjing 
Baswidan  baswidan
Berani 2 bagi pulo  orang asing

Akang perang sodara  matimatian mandi darah 

Baswidan mulut manis
Gubenur Jakarta pin ga becus
Sungai Dan banjir tetap 
Jakarta kotor  mulut manis",pendukung_anis
"Bismillah. 

Maaf Pada Prabowo Bicaranya Pake Emosi Dan Kesannya ga Pake Attitude
Seperti Pelawak

Pa Ganjar Masih Santun
Pa Anis Masyallah Tegas Wibawa dan Sopan.. 


Siapapun Pemenangnya Rakyat Hanya Ingin Presiden yg Amang Jujur Dan Adil.. 

Agar Kami Rakyat Bisa Maslahat Dunia Akhirat 🙏🙏",pendukung_anis
"Rasanya papua akan lepas klo anis berkuasa, yakin gw",pendukung_anis
prabowo menang,pendukung_prabowo
Pak Prabowo bismillah pak,pendukung_prabowo
Yang ditanyakan pleh bapak prabowo Kemana anggaran 80T nya pak aniiiiesss malah nyalahin angiinnnnn hahahaa,pendukung_prabowo
Mantap pak prabowo 😂😂,pendukung_prabowo
YA ALLAH AKU MEMILIH BAPAK PRABOWO PRESIDEN RI,pendukung_prabowo
Kita angkaaat mahfud untuk menuntaskan pelanggaran ham 65. Itu tujuan utama kita. Hidup ganjar hidup mahfud.,pendukung_ganjar
"Anis ini ngomong retorika, pintar bicara..manis""...bahasa terlalu tinggi.. ngomong...putar""..pusing..dengar omongan retorikanya",pendukung_anis
All in prabowo,pendukung_prabowo
wow anis pintar ngmong ya tpi kerja nol mw ketawa tpi takut dosa,pendukung_anis
"Wkwk emang KAGA JELAS LO GANJAR NONTON BOKEP AJE SONO BANYAKIN,KASUS KM50 SM KANJURUHAN DIBILANG ISU TOLOL!!! LU GAPANTES DH JD PRESIDEN GA RISPEK 2 KASUS TRAGEDI BENER2 TERJADI FAKTA MALAH DIBILANG ISU! 2 DAN 3 KURANG PANTES JD PRESIDEN WAWASAN  CETEK REKAM JEJAK KURANG LIHAT  PAK ANIES AURA  PEMIMPIN ADA ,REKAM JEJAK BAGUS SEMUA YG JELEK GRGR DIFITNAH AJA ,DAN INTINYA WAWASAN LUAN DAN CERDAS MANTAP UDAH NO 1 GADA 2NYE APELAGI 3 #ANIESPRESIDEN2024 #ANIESAURAPEMIMPININDONESIA #ANIESPASTIJDPRESIDENKALOTIDAKDICURANGI!",pendukung_anis
​ @trinadiaa itu katanya bukan fakta nya saya anak rantau yg tinggal di DKI Jakarta banyak rakyat DKI mengakui kinerja Anis sebagai gubernur perlu di apresiasi,pendukung_anis
Pak ganjar bagus tapi jiwa presiden pak anies,pendukung_anis
"Anis, cuma omong besar aja, bukti zonk😅",pendukung_anis
Pilih 3Ganjar Pramowoh,pendukung_ganjar
Pak prabowo mantap..👍,pendukung_prabowo
NTB berharap pak Prabowo yg menang di pilpres ini,pendukung_prabowo
Anis the next ketua RT,pendukung_anis
Kalau p prabowo bagus ....ihlas  bismillah smoga p brabowo yg menang menjadi persiden indonesia.... Ya Allah smoga di kabulkn permintaan hamba Amiiin,pendukung_prabowo
"Saya lebih condong sma pak prabowo..soalx dy org cukup berpengalaman,tegas,disiplin,dn dy seorang mantan tentara sngat cocok jadi presiden.",pendukung_prabowo
Baru debat jadi presiden si anis wesedan sundah nyenggol capres lain le le,pendukung_anis
"Salut anis..👍.
Dulu orang2 menertawakan anis memberi usulan dp 0% rumah untuk orang jakarta khusus kelas nenengah k bawah.dan sekarang terealisasikan banyak pembangunan rumah subsidi dp 0%.terkhususnya d bekasi dan banyak orang jakarta ngambil rumah d sini.
Walau pun pembangunannya bukan d jakarta,mungkin karna lahan yg sudah menyempit.namun banyak orang jakarta dan orang luar jakata yg bisa ngambil rumah.
Semoga seluruh indonesia terealisasikan.

Klo ada yg bilang dp rumah 0% itu ga mungkin,berarti orang dia bodoh.yg tak tahu kabar.dan tdk pernah cek.",pendukung_anis
Masalah hanya bisa diselesaikan oleh mereka yang memahami dengan baik masalah tersebut. Maka hanya  Anies Rasyid Baswedan-lah satu-satunya presiden Indonesia yang bisa membawa Indonesia menuju masa Kejayaan 👍,pendukung_anis
Dari awal sudah benci banget om ini sama Abah Anies...,pendukung_anis
"ga ngerti apa yg disampaikan Anis , yg saya tahu bliau hanya merusak dari petinggi sebelumnya , bukannya dijaga diperbaiki malah beli papan tulis ,",pendukung_anis
"Pak Prabowo Subianto hormat sedangkan Anies Baswedan tidak disini,kita bisa melihat sapa yang cocok untuk jadi presiden",pendukung_anis
prabowo menang,pendukung_prabowo
"Kao bilang prabowoau mberantas korupsi tp kamu prabowo blm jadi aja dsh  bayak korupsi  😂😂😂
prabowo omon  omon janji palsu😂",pendukung_prabowo
Saya tetap konsisten dg P Anies,pendukung_anis
"Prabowo
Pls yg sopan kpd smua candidate. Bp
Annis itu Bukan Anak kecil , panggil lbp Anis dgn gentleman,  berdebat lah dgn beliau secara profesional .",pendukung_anis
"Rasanya negri ini akan dipersulit klo anis berkuasa, yakin gw",pendukung_anis
"Pak Anis is the best.

Salam dari Timor Leste🇹🇱",pendukung_anis
"Pak Prabowo kami Satria Mida Indonesia, . Siap Mendukung Bapa. Allohu Akbar....",pendukung_prabowo
Do'a kami untuk pak Prabowo,pendukung_prabowo
Jawaban pak Anies cerdas,pendukung_anis
Aku prnah dengar satu hadis nabi yg d riwayatkan   bunyi hadist itu(janganlah memberikan jabatan kepada org yg mnginginkan nya) dlm hal ini mnurutku pak prabowo sangat bernafsu dari dulu mngingin kan jabatan  makanya klu debat kbawa emosi kyk gk tnang gitu,pendukung_prabowo
Pendukung pak aji Prabowo mantap,pendukung_prabowo
Kasian pak ganjar,pendukung_ganjar
Assalamualaikum abah anies yang kami hormati kami cintai  semoga sehat selalu  orang baik ya tetap orang baik,pendukung_anis
"Pak Anis is the best InsyaaAllah no 1 menang 1 putaran, masyarakat adil makmur n sejahtera akan terwujud 🤲 👍",pendukung_anis
Smga saja BPK prabowo.dan mas gibran❤❤❤❤,pendukung_prabowo
" @ceceptopik326  selama ini aku pendukung Prabowo tapi kali ini ogah,,,selama ini aku pikir Prabowo orang baik,,,ternyata penghianat,,,,kalau ulama aja dia berani hianati apalagi kita rakyat jelata ini.",pendukung_prabowo
Semoga.bpk.prabowo.pmenangx.cap.res..Sya.m.jabar.dn.istri.namax.Ayu.suryani.D.NTB.Nusa.tenggara.Barat.,pendukung_prabowo
Yang dukung pak Prabowo siapa tunjuk tangan,pendukung_prabowo
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",pendukung_ganjar
Ngemeng anies jago😂,pendukung_anis
Kami orang papua tetap pilih Bpk ganjar p,pendukung_ganjar
Semoga mennang pak Ganjar ❤,pendukung_ganjar
Betul Pa Anies mantap,pendukung_anis
Hidup prabowo,pendukung_prabowo
"ANIS DANGAT PANDAI SEGALANYA MAKA KLO ADA ANGGARAN,PASTI BAYARNYA KELEBIHAN ,ANIS MAKANYA,,PANTASNYA JDI CLO PELABUAN AJA KKKKKKK",pendukung_anis
Sukses  prabowo gibran   selalu aamiin,pendukung_prabowo
"Anis klu ngomong sangat pintar
Jgnlah sampai anis jdi presiden 2024.",pendukung_anis
Mantap pak anis,pendukung_anis
Seolah olah Prabowo TDK punya bahan sma sekli😅😅😅,pendukung_prabowo
HIDUP PRABOWO SUBIANTO❤❤❤,pendukung_prabowo
"Kesalahan Pak prabowo adalah.. pak prabowo pernah mengejek pak anies saat debat capres pertama,dengan menjulurkan lidahnya.. kamu bangga dengan sikap itu??",pendukung_anis
"Ganteng pak Anis, Rapi bange",pendukung_anis
PRABOWO CUMAN GEDABRUUUUS,pendukung_prabowo
tetap pak ganjar yg paling hebattt...,pendukung_ganjar
Pak Ganjar slalu senyum dgn santai dan tenang👍,pendukung_ganjar
Pak Anis cerdas dalam mnjawab semua pertanyaan,pendukung_anis
Pk Anis capres paling cerdas adil,pendukung_anis
Best banget pak ANIES..,pendukung_anis
Pak Anis dihati rakyat.,pendukung_anis
"Bpk Prabowo jgn keu pancing emosi ,seruruh dunia pasti bpk yg persiden",pendukung_prabowo
Ganjar prowono,pendukung_ganjar
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",pendukung_ganjar
Pak anis menang lebih baik ke depan nya jadi pemimpin Indonesia amin🙏,pendukung_anis
ingat apa yg sudah Alm. Gusdur katakan bahwa hanya PRABOWO yg ikhlas untuk Indonesia,pendukung_prabowo
prabowo menang hahahahahahahahahaha nangis luuuuuu,pendukung_prabowo
"Pak prabowo ini samat pintar ngeles, kiat bicara tentang angin dulu maksut dan omongan pak anis itu jika tida adak angin mungkin polusi tidak akan menyebar kemana mana, dan jika angin punya ktp otomatis dia akan bergerak mengiluti aturan layknya rakyat itu maksut dan tujauan wowo wowo. Salam akal sehat buat wowo dan para pemujamu😂😂",pendukung_anis
InshaAllah pak Anies menang.. AMINN,pendukung_anis
ANIS😂PENGARANG KATA JKATA....KERJA NOL..........MENDING JADII  CUBIR PRESIDEN SAJA ANIS,pendukung_anis
"dr debat ini, knp rasanya sgt srek klo pk anis jd mentri pendidikan lagi yak😂😂😂",pendukung_anis
"pemimpin bukti ya prabowo
yang lain ngomong doank bulsuttt",pendukung_prabowo
"😂😂😂😂mau 1 putaran bagaimana dgan angin ga punya KTP?😂😂😂😂😂
org dgan cara berbicara seperti si Anis ini bisa memenangkan pemilihan presiden dgan 1 putaran?😂😂😂😂mendingan  si Anis JD ketua RT d kompleksmu bro😂😂😂😂😂",pendukung_anis
"prabowo yg sekarang sudah jauh berbeda, sudut pandang dari dalam pemerintahan lebih paham permasalahan",pendukung_prabowo
Sebenarny saya bukan pihak siapa2 . Kl bagusny jadi peresiden lebi bagus bapa anies cerdas dia . Tapi krn ikut anak pak jokoi .wakil parabouo .kurasa jadi menang nnt  parabouo .krn banyak dukung pak jokoi .,pendukung_anis
Serang terus anis... Semakin anda menyerang anies malah semakin terlihat bodoh diri anda,pendukung_anis
Prabowo pasti menang,pendukung_prabowo
ANIS juga aku gk ush PAMILO,pendukung_anis
"Anissssss, mana janji mu rumah DP 0% buat rakyat miskin,  mulut mu terlalu maniszsssssss",pendukung_anis
❤ Prabowo Subianto presiden ku,pendukung_prabowo
Is the best smart evisien pak Anis  dari cara tutur kata yg sangat berwibawa mudah di fahami dan tepat waktu dalam menyampaikan. Sangat layak masuk nominasi calon RI 1 . Dan yang terpenting ketenangan dalam beradu argumen .❤ Good luck👍,pendukung_anis
"​ @royaayuni kamu mau bilang soal orang"" yang tes angkatan tpi gagal krna saingan nya pake orang dalam.....jaman nya Pak Prabowo jdi menhan peraturan dlm TNI  maupun polisi sistem orang dlm itu sdh di hapus......mknya bnyk"" dengr berita mbak",pendukung_prabowo
"Gak ada solusi dari pak ganjar ini : cuman bilang saya akan bereskan terus,,, hemhh capekk",pendukung_ganjar
Aq takut pak prabowo kena struk...,pendukung_prabowo
😇😇prabowo aku hindu hhh semua keluarga ku pilih kamu karna amanah joko wi di kamu😇🥰,pendukung_prabowo
dsini....yangvunggul prabowo....dan pak ganjarrrrr.........,pendukung_prabowo
MasyaAllah suka banget sama semua  jawaban pak Anis 🥺🥺the best💚💚💚💚,pendukung_anis
"Omongan pak Anis abu abu, tidak semudah yg anda bicarakan, tetap Paslon 2 dan 3 💪💪",pendukung_anis
Sy tetap pilih pk anis saja nomor satu,pendukung_anis
Emg pinter ngomong klo anis😂,pendukung_anis
"Anis mantep sih , prabowo tulus tapi gk ada solusi ke depan , ganjar masih sama kek presiden"" sebelumnya ( itu"" aja ) ....


Klo gk ANIES , Prabowo sih gw bingung 😌",pendukung_anis
Ganjar Pranowo the best,pendukung_ganjar
"pak anies ini ngomongnya paling pinter, tapi biasa.nya yg bisa eksekusi justru yg ngomongnya paling belibet, tau kan",pendukung_anis
ganjar gk pya otak kali ya mimpin wilayah sndiri aja gk bcus mau mimpin smua wilayah wkwkwk,pendukung_ganjar
"Anis klo di suruh ngomong jagonya,coba laksanakan yg telah di di sampaikan tdk ada satu pun yg terealisasi,sdh ada pengalamannya.",pendukung_anis
"Ini real penilaian adu gagasan dri semua kandidat tadi malam :

1. Yang paling memahami isi materi dan paling menguasai panggung saya rasa untuk saat ini cuma pak Anies..

2. Prabowo masih belum mampu mengontrol emosi... mengunakan penyerangan personal bukan berdasar pada kebijakan/kinerja kandidat.. cara ngomongnya masih terlalu dasar/awam sehingga terdengar kurang berkualitas sebagai seorang elit politik..

3. Ganjar terkesan kaku dan masih terlihat bingung dalam mengunakan kosa kata, sehingga terkesan cara komunikasinya seolah memaksakan agar terlihat cerdas.. 
Namun overall masih bisa di pahami.",pendukung_anis
"Pak Anis pimpin ibu kota Jakarta ga pecus apa lagi mau  pimpin negara, mau jdi ap negara RI",pendukung_anis
Pa anis aja,pendukung_anis
"​ @Alin_Mayda apa salahnya dalam berjoget?? slaah klo mengukapkan kebahagian? hidup luh aja kali yang trlalu menyedihkan, trs gak bisa nyari2 kesalahan dri bapak prabowo makanya nyari kesalahanya dlm berjoget 😂😂",pendukung_prabowo
"kepada pak ganjar:
sayangnya apabila yang memimpin masih tetap PDIP  semua kesenjangan itu tidak berhenti tapi malah berlanjut seperti yang telah terjadi pada masa 2periode terakhir",pendukung_ganjar
sok bangga anis baweldah gubernur pertama yg memberikan  perizinan cuaaaxx,pendukung_anis
"😂😂😂

Keq kenal deket aje loe bisa nilai org hnya berdaaran asumsi,kecuali loe dukun,baru org percaya penilaian loe...sejak jd gubernur anis slalu di fitnah,di ejek,ga ada yg di laporin,tp loe nilai sbg org ekspresif....
Loe nilai cma dr hsil nonton konten2 yg di buat buzzer pembenci anis,mkanya loe sotoy",pendukung_anis
"Ah bisa aeehhh mas nganis ..seolah olah paling akademis padahal dia yg abu abu nah mengelola anggaran DKI 8 triliun aja ga mampu memonitor malah beretorika nyalahin angin nyalahin polusi dia anggap rakyat indonesia selama ini bodoh apa ga perhatiin rekam jejak saat beliau menjabat, jadi gubernur  aja ga mampu tegas mengngontrol anggaran 8 triliun malah nyalahin sistem terus gunanya jabatan gubernur apa ..jaman ahok aja bisa tegas saat rapat anggaran, asal ada kemauan ini kemauan ga ada ketegasan kaga ada tapi ga mo di salahin",pendukung_anis
Pak anis  semoga duduk,pendukung_anis
Nonton ini lagi buat mastiin kalau jawaban bpk anies jelas dan berdasarkan fakta data. Dan ternyata benarr ❤❤,pendukung_anis
Di PAPUA Prabowo munafik,pendukung_prabowo
Debat  ini  masih biasa2 aj...yg Lluar biasa itu Anies Baswedan.. PPRABOWO =😢😢😢..??,pendukung_anis
Andai aj gibran ama anies udah komplit sama sama jenius,pendukung_anis
Tipu pa prabowo,pendukung_prabowo
"bapa prabowo tlngin saya pa ,,saya mohon bapa yg bs tlngin saya pa😭😭😭😭😭😭pa smg bp mslaikat plnlng saya pa.",pendukung_prabowo
Perasaan pak Anis agama keresten atau Islam dr komntarnya sllu gereja trus gak prna agama Islam jd kesimpulan Anis ada lah agama komonis wajar klau dia sllu sbut agama keristen trus,pendukung_anis
#PakAniesPresidenRi❤,pendukung_anis
Dan akhirnya Anisa Nyungsep tak seseuai yank anda ucapkann..anis itu kacang Lupa kulitnya..klo gak percaya bukak saja datanya 😅😅😅 ..,pendukung_anis
"Kata Prabowo kalau rakyat tidak memilih dia gk apa2,Prabowo TDK tkut klw TDK ad jabatan,yaiyalah rakyat TDK memilih, ada Jokowi dekeng nya yg memilih,anak Jokowi aja udh ada di samping nya😂",pendukung_prabowo
Saya lebih percya sma bpk prabowo yg siap memberantas para korupsi karna klo tidak ada korupsi indonesia bisa maju hidup bpk prabowo,pendukung_prabowo
Prabowo bukan untuk berdebat tapi untuk memimpin,pendukung_prabowo
Semoga pa Anies presiden 2024 aminnn... Perubahan 👍,pendukung_anis
Bismillah.. Smga presiden Indonesia pak Prabowo & mas Gibran... melanjutkan kinerja pk presiden Jokowi..,pendukung_prabowo
Anies jd presiden 2024 .Bismillah,pendukung_anis
"KEPADA SELURYH RAKYAT INDONESIA KLO , KALIAN INGIN NKRI MENJADI NEGARA KOMUNIS SEKULER DAN MARXISME PILIHLAH PRESIDEN PRIODE 2024 ANTARA LAIN :
0 => PRABOWO SUBIYANTO SIPELANGGAR HAM DAN PEMBUNUH BERDARAH DINGIN
YANG MENHANATI IJMANPARA ULAMA SERTA ANTI ISLAM ( ISLAMO FOBIA )
02 => GANJAR PRANOWO YG HOBINYA NONTON FILM BOKEP ( FLM PORNO ) dan TERSANGKUT MASALAH KORUPSI E.KTP.
MEREKA BERDUA ADALAH MANUSIA ULAR BLUDAK YG BERUBAH MENJADI BUAYA BIADAB.
MERWKA MANUSIA TIDAK PUNYA MORAL DAN AKHLAK...
METEKA BERDUA DRUGALS BERBULU FMBA YG DILINDUBGI OLEH MANUSIA YG MENGAKU HABIB .UDTADZ DARI NU : YAITU HABIB 
LUTHFI YAHYA DAN GUS MIFTAH ( ULAMA RUPIAH ) DIBERI AMPLOP OLEH PRABOWO SUBIYANTO DAN GBRAN RAKABUMING RAJA LANGSUNG TERDIAM DAN MEREKA PARA BUSER iya PEMERINTAHAN DZOLIM YANG DIPIMPIN OLEH JOKOWIDODO.
SAMPAI PARA NU SEKULER YG DIPIMPIN OLEH GUS YAQUD BEROBAH SHOLAWAT NABI MUHAMMSD SAW  MENJADI SHOLAWAT
JKOWIDODO SIPTUKANG TIFU , SITUKANG PALSU IJAZAH KETURUNAN DARI GEMBONG PKI DIERA ORDE LAMA.",pendukung_prabowo
Insyaallah Pak ganjar lebih jelas lebih cerdas lebih baik yakin  dan  layak jadi presiden 2024 no 3 unggul menang Aamiin,pendukung_ganjar
Pak prabowo❤❤,pendukung_prabowo
Prabowo kyk bocah 😂.. Ngegimick mulu.. Ga bgt dah buat jadi president,pendukung_prabowo
Sebelum dan mau pilihan koar koar manis manis janjinya setelah terpilih apa  sak penak dewe   kui bukti jaman ne jokowi arep nyaman mbiyen,pendukung_anis
"Menurut analis saya Abang Prabowo itu cenderung dalam politik dan belio salah dalam memili pasangan belio berharap dengan menggandeng Gibran belio akan terpilih sebagai presiden tapi menurut hemat saya justru sebaliknya?"" Secara pribadi saya Klir dengan Abang Prabowo tapi belum tentu pada pasangannya jika abang Prabowo mengingat priode sebelumnya saat lawan Jokowi yg puluhan kualisi partai pendukung sedangkan Abang Prabowo Anya memiliki 4 kualisi partai pendukung saat itu aku mendukung belio sepenunya dan dipesan saya untuk belio saya berkata jangan takut dan gentar pada Jokowi yg memiliki puluhan kualisi partai pendukung sekalipun kita hanya 5 kualisi partai yakinlah saya akan hubungi seluru keluarga dari Sabang sampai Merauke untuk dukung Abang Prabowo karena rakyat punya hati rakyat punya jiwa dan rakyat punya mata rakyat tahu mana yg benar mana yg salah?"" disitu jika kita belajar dari pengalaman sebelumnya bahwa kemenangan' kita bukanlah karena mereka kemenangan' kita karena sebagian besar rakyat tak suka pada pemerintahan Jokowi pada priode awal jadi apa yg Abang Prabowo arapkan dari Gibran?""dan dipriode kedua itu saat Abang Prabowo lawan Jokowi sebenarnya Abang Prabowo menang 5 persen dipitung cepat diTVONE tapi kok setelah ada perundingan dari pihak pihak lawan Abang kok seluru siaran TV lain meyiarkan Jokowi menang 5 persen disitu saya sudah menilai kalau Prabowo dicurangi bahkan pengiriman kotak surat suara yg membuktikan kemenangan' Prabowo dijagal dan gudang penyimpanan kotak surat suara dibakar dan apakah kemenangan' terletak pada Gibran putra Jokowi dan untuk priode ini yg tadinya saya telah Klir sekarang kami kecewa dan kami jadi enggan untuk mendukung Abang TTD Damsik Jainudin Soekarno sud putra",pendukung_prabowo
Prabowo pasti menang,pendukung_prabowo
Saya nyakin dengan terpilihnya bapak prabowo indonesia bakalan maju..all in no 2 yg ga suka koar²❤bdw semangat abgku,pendukung_prabowo
"Sya sih yes untk pak prabowo, tapi wakilnya.., sorry yeee..",pendukung_prabowo
✌🏽 02 . Prabowo - Gibran..!!!😍,pendukung_prabowo
